X0,X1,y
-5.19811281863,0.641869316394,0.0
-5.75229537839,0.418627111389,0.0
-10.8448983723,-7.55352272656,1.0
-4.57098483428,-0.801017406256,0.0
-3.51916215294,0.0393448960467,0.0
1.60391611024,0.76388040606,0.0
-9.75157356659,-5.20302619818,1.0
-11.5102363503,-4.16284321381,1.0
-7.72675794865,-5.86656563392,1.0
2.67656738929,3.29872756216,0.0
4.77999644954,-0.324431931393,0.0
1.07779207477,-0.249996676082,0.0
-8.55545130096,-5.03536800342,1.0
2.15986391648,1.12015299878,0.0
-8.81718974887,-4.57925633667,1.0
-2.53816169626,-1.4182733283,0.0
2.83536620053,1.77322804947,0.0
1.1291553255,-0.837076678497,0.0
-8.89314980318,-5.32749594217,1.0
-7.03528545634,-4.63489972787,1.0
-9.29099544811,-6.1100153262,1.0
2.21953087978,-0.142029641838,0.0
-8.99293921155,-4.79926944406,1.0
-3.773339048,-0.0510113945322,0.0
-8.14569116664,-7.00119495482,1.0
-5.00011835691,0.233282298375,0.0
3.14599764761,-0.932758463381,0.0
-4.04728854047,-0.288067911264,0.0
1.70176102293,-0.701595231968,0.0
-8.82010859252,-6.84538977161,1.0
-5.30507372892,-0.944171854164,0.0
-9.46443676635,-6.54065724834,1.0
-5.35587873933,-0.586857894094,0.0
3.5761085352,1.16943691658,0.0
2.13449412187,0.121132780461,0.0
2.58618240098,0.95698052691,0.0
1.57296398202,-1.07027991168,0.0
-4.71325938138,0.186891885657,0.0
1.46477178863,0.404016951542,0.0
-9.02269472924,-4.36569825976,1.0
-10.8136022788,-5.04952533024,1.0
-8.14779821022,-4.87882127717,1.0
-5.38756058032,-1.15816434781,0.0
-5.63742415857,-0.353277794524,0.0
2.36094756811,1.85690633065,0.0
-8.09421585078,-5.77492739339,1.0
0.869730977126,0.89499301584,0.0
-10.4308506682,-6.23408436803,1.0
-5.23691850313,-1.04303625628,0.0
-4.37531267947,-2.10082622659,0.0
-3.34284332164,-0.722574690528,0.0
-4.40215224959,0.616507971962,0.0
-8.40590105759,-4.7955702715,1.0
-9.95664536423,-6.05212388641,1.0
-4.79076647718,1.81415488425,0.0
1.51148865333,0.0899043565633,0.0
-8.53616394179,-5.62584391342,1.0
-5.12343603801,1.32538006734,0.0
-4.13743985096,-0.963477744991,0.0
-6.10922429968,-0.7656151302,0.0
-3.95528298389,-0.488341693211,0.0
-10.0764500364,-5.39992424977,1.0
-2.56186270302,1.84274465299,0.0
3.36529683104,0.471092278395,0.0
-3.413860228,0.368028800729,0.0
-4.47297548338,0.145485921886,0.0
-8.98110430216,-5.74665898811,1.0
2.61049998614,1.3200199161,0.0
-5.49835299637,-0.544928126155,0.0
-3.22198163733,0.951099007049,0.0
-4.62046129034,-0.458341242121,0.0
-5.64121439066,-0.322649501756,0.0
-4.74861863404,0.32379036015,0.0
2.25620982948,-0.578448069966,0.0
-8.42457832006,-5.32264663555,1.0
-3.16081739559,0.679834271337,0.0
-3.58140189946,0.807567453016,0.0
0.658655289931,2.11618673808,0.0
2.69118899473,1.15857535113,0.0
-4.46840116605,0.152479983861,0.0
-8.80319677918,-5.58624956873,1.0
-9.37828481426,-3.6650805775,1.0
-4.66758996486,-1.38384180553,0.0
1.21075961745,1.09095137727,0.0
-8.73137197929,-4.58696868391,1.0
1.6650454196,0.0930597474252,0.0
3.03523342606,0.745903145583,0.0
-9.45017910586,-5.92527748823,1.0
-9.34512381094,-3.51892440455,1.0
-9.45849879383,-4.52219959578,1.0
2.93334124007,-1.96021370965,0.0
-6.46941178504,1.16634328606,0.0
2.04344080381,0.377299650936,0.0
2.26412271191,2.00921060285,0.0
-5.74738558227,0.130355535491,0.0
-6.29807301115,0.509575694375,0.0
2.787875171,0.388164042814,0.0
-3.41203392791,0.626257207504,0.0
-4.03981563956,-0.3515311729,0.0
-9.93761365123,-3.86809799564,1.0
1.94660943901,0.763432606061,0.0
-6.86709208736,-5.76683260109,1.0
-10.0908107738,-5.46953483388,1.0
-4.1407299311,0.57035448148,0.0
-9.80859617849,-6.94302621464,1.0
0.717681383949,-0.0519338349316,0.0
-3.41206614324,2.41803969576,0.0
1.70924212962,-0.088474009591,0.0
-8.90198359103,-6.45154398996,1.0
-4.80316320704,-0.875929980447,0.0
0.818431797044,0.641427636627,0.0
-10.556140857,-5.978412344,1.0
-8.97184027697,-6.04211723413,1.0
-9.25568068222,-6.74403162408,1.0
1.66023334805,2.35055645029,0.0
-2.8209887239,-1.00382331413,0.0
1.60857713588,0.377270229205,0.0
-4.49980054014,1.96983522372,0.0
-4.108382592,0.196287192906,0.0
-9.98575210433,-3.98110374634,1.0
1.75211639663,0.48648259247,0.0
-5.16673805663,1.90978656037,0.0
2.22193346276,1.6935049012,0.0
-7.61322185861,-5.59064354911,1.0
-4.07579878792,-1.15709087969,0.0
2.68854713766,0.795319801038,0.0
-4.79179953703,2.06575525363,0.0
-4.23785583644,-1.08314753185,0.0
3.19576714374,-0.0419207257209,0.0
-10.4877526051,-4.92309942662,1.0
-9.62501634934,-6.74268055479,1.0
2.14516934782,-1.51248841119,0.0
-8.54606245765,-8.34464530814,1.0
1.42308682224,1.33343994516,0.0
